tag,japanese,color,culture,continent,type
NEB,ネブラスカ,133 133 101,Western Europe,アメリカ諸州,追加国家
NEL,ニューイングランド,0 64 0,Western Europe,アメリカ諸州,追加国家
NEV,ネバダ,118 121 92,Western Europe,アメリカ諸州,追加国家
NFK,ノーフォーク,0 121 52,Asia,大洋州,追加国家
NFL,ニューファンドランド,255 153 204,Commonwealth,新大陸,追加国家
NGR,北ドイツ,244 170 170,Western Europe,ヨーロッパ,追加国家
NGU,ニューギニア,57 173 0,Asia,大洋州,追加国家
NHN,ニューハンプシャー,0 42 134,Western Europe,アメリカ諸州,追加国家
NIG,寧夏,105 69 85,Asia,アジア,追加国家
NIU,ニウエ,254 221 0,Asia,大洋州,追加国家
NJE,ニュージャージー,255 202 102,Western Europe,アメリカ諸州,追加国家
NMR,ナウル,43 69 111,Asia,大洋州,追加国家
NMX,ニューメキシコ,255 215 0,Western Europe,アメリカ諸州,追加国家
NYR,ニューヨーク,31 82 84,Western Europe,アメリカ諸州,追加国家
OHO,オハイオ,45 71 121,Western Europe,アメリカ諸州,追加国家
OKL,オクラホマ,0 115 207,Western Europe,アメリカ諸州,追加国家
ORE,オレゴン,153 158 62,Western Europe,アメリカ諸州,追加国家
OTT,オスマン,203 32 39,Middle East,アジア,追加国家
PAO,パオ,25 64 81,Asia,アジア,追加国家
PAP,パプア,191 121 38,Asia,大洋州,追加国家
PCN,ピトケアン,0 110 199,Asia,大洋州,追加国家
PCZ,パナマ運河地帯,33 49 127,South America,新大陸,追加国家
PEN,ペンシルベニア,71 62 77,Western Europe,アメリカ諸州,追加国家
PLA,パラウン,220 42 38,Asia,アジア,追加国家
PLW,パラオ,0 153 255,Asia,大洋州,追加国家
PLY,ポリネシア,117 197 240,Asia,大洋州,追加国家
PRL,プルリス,126 124 71,Asia,アジア,追加国家
PUD,プドゥコーッタイ,0 109 85,Asia,アジア,追加国家
QAH,察哈爾,208 218 138,Asia,アジア,追加国家
QEB,ケベック,103 139 201,Western Europe,新大陸,追加国家
QIG,青海,114 71 24,Asia,アジア,追加国家
QIN,青島,122 162 39,Asia,アジア,追加国家
R-U,ルアンダ＝ウルンディ,188 100 52,Africa,アフリカ,追加国家
REU,レユニオン,47 102 255,Africa,アフリカ,追加国家
RHI,ライン,84 194 110,Western Europe,ヨーロッパ,追加国家
RHO,ローデシア,15 75 50,Africa,アフリカ,追加国家
RIL,ロードアイランド,255 249 202,Western Europe,アメリカ諸州,追加国家
RKH,ラカイン,255 200 197,Asia,アジア,追加国家
RME,ローマ,142 0 28,Western Europe,ヨーロッパ,追加国家
RMT,ロッキー山脈,26 58 11,Western Europe,新大陸,追加国家
RUS,ロシア,72 143 68,Eastern Europe,ヨーロッパ,追加国家
RYU,琉球,98 98 206,Asia,アジア,追加国家
SAB,サバ,119 204 255,Asia,アジア,追加国家
SAC,南アメリカ,117 137 195,South America,新大陸,追加国家
SAR,ザール,81 97 161,Western Europe,ヨーロッパ,追加国家
SAZ,南アゼルバイジャン,0 185 228,Middle East,アジア,追加国家
SBL,サン・バルテルミー,65 105 138,South America,新大陸,追加国家
SCA,スカンディナヴィア,45 190 235,Western Europe,ヨーロッパ,追加国家
SCC,南コーカサス,255 204 0,Middle East,アジア,追加国家
SCH,四川,188 155 71,Asia,アジア,追加国家
SCR,サウスカロライナ,123 149 175,Western Europe,アメリカ諸州,追加国家
SCZ,スエズ運河地帯,5 113 203,Africa,アフリカ,追加国家
SDA,サウスダコタ,84 146 133,Western Europe,アメリカ諸州,追加国家
SGH,上海,255 213 9,Asia,アジア,追加国家
SGR,南ドイツ,213 171 2,Western Europe,ヨーロッパ,追加国家
SHA,陝西,193 159 0,Asia,アジア,追加国家
SHD,山東,255 150 50,Asia,アジア,追加国家
SHN,シャン,255 150 50,Asia,アジア,追加国家
SIB,シベリア,0 94 0,Eastern Europe,ヨーロッパ,追加国家
SIC,シチリア,248 228 133,Western Europe,ヨーロッパ,追加国家
SIN,シンガポール,241 86 98,Asia,アジア,追加国家
SKM,シッキム,253 36 30,Asia,アジア,追加国家
SKN,セントクリストファー・ネイビス,0 158 73,South America,新大陸,追加国家
SLA,スラボニア,144 165 204,Eastern Europe,ヨーロッパ,追加国家
SLC,セントルシア,11 81 161,South America,新大陸,追加国家
SME,サーミランド,0 64 128,Western Europe,ヨーロッパ,追加国家
SML,ソマリランド,0 109 33,Africa,アフリカ,追加国家
SMO,南モンゴル,18 63 198,Asia,アジア,追加国家
SMR,サンマリノ,94 182 228,Western Europe,ヨーロッパ,追加国家
SOA,南オセチア,255 88 85,Eastern Europe,アジア,追加国家
SPM,サンピエール及びミクロン,0 146 200,Western Europe,新大陸,追加国家
SRD,サルディーニャ,0 49 165,Western Europe,ヨーロッパ,追加国家
SRW,サラワク,255 152 26,Asia,アジア,追加国家
SSD,南スーダン,49 103 170,Africa,アフリカ,追加国家
STH,セントヘレナ,188 167 107,Commonwealth,新大陸,追加国家
STP,サントメ・プリンシペ,231 104 28,Africa,アフリカ,追加国家
STR,南トルキスタン,80 158 47,Asia,アジア,追加国家
SUY,綏遠,197 121 103,Asia,アジア,追加国家
SVG,セントビンセント及びグレナディーン,0 33 105,South America,新大陸,追加国家
SWL,スワジランド,89 135 194,Africa,アフリカ,追加国家
SYC,セーシェル,209 182 198,Africa,アフリカ,追加国家
SYE,南イエメン,128 195 230,Middle East,アジア,追加国家
TAN,タンガニーカ,215 204 28,Africa,アフリカ,追加国家
TCA,タークス・カイコス,227 196 23,Commonwealth,新大陸,追加国家
TEN,テネシー,214 6 3,Western Europe,アメリカ諸州,追加国家
TER,トレンガヌ,129 129 129,Asia,アジア,追加国家
TEX,テキサス,0 0 153,Western Europe,アメリカ諸州,追加国家
TGE,タンジェ,0 165 250,Africa,アフリカ,追加国家
TKL,トケラウ,50 67 85,Asia,大洋州,追加国家
TLS,東ティモール,255 199 38,Asia,アジア,追加国家
TNG,タンガニスタン,188 100 67,Asia,アジア,追加国家
TOB,トバゴ,102 151 204,South America,新大陸,追加国家
TOK,トンキン,244 143 12,Asia,アジア,追加国家
TON,トンガ,193 0 0,Asia,大洋州,追加国家
TRN,トランスニストリア,6 142 107,Eastern Europe,ヨーロッパ,追加国家
TRP,トリポリタニア,111 191 254,Africa,アフリカ,追加国家
TRV,トラヴァンコール,237 28 36,Asia,アジア,追加国家
TVL,ツバル,122 203 238,Asia,大洋州,追加国家
TWN,台湾,0 0 128,Asia,アジア,追加国家
UTA,ユタ,73 85 119,Western Europe,アメリカ諸州,追加国家
UVF,ウベア・フツナ,244 42 65,Asia,大洋州,追加国家
VAL,バレンシア,2 115 186,Western Europe,ヨーロッパ,追加国家
VAX,ワ,128 192 255,Asia,アジア,追加国家
VIE,ウィーン,237 41 57,Eastern Europe,ヨーロッパ,追加国家
VIR,ヴァージン,100 61 151,South America,新大陸,追加国家
VNC,ヴェネツィア,194 45 4,Western Europe,ヨーロッパ,追加国家
VOJ,ヴォイヴォディナ,255 230 12,Eastern Europe,ヨーロッパ,追加国家
VRG,バージニア,240 221 207,Western Europe,アメリカ諸州,追加国家
VRM,バーモント,126 147 82,Western Europe,アメリカ諸州,追加国家
VUT,バヌアツ,93 76 7,Asia,大洋州,追加国家
WAF,西アフリカ,134 38 56,Africa,アフリカ,追加国家
WAS,ワシントン,0 132 87,Western Europe,アメリカ諸州,追加国家
WIN,西インド,255 161 0,South America,新大陸,追加国家
WIW,ウィンドワード,118 102 37,South America,新大陸,追加国家
WLC,ワラキア,210 199 247,Eastern Europe,ヨーロッパ,追加国家
WLL,ワロン,240 144 56,Western Europe,ヨーロッパ,追加国家
WSC,ウィスコンシン,133 94 37,Western Europe,アメリカ諸州,追加国家
WTG,西トーゴ,176 219 236,Africa,アフリカ,追加国家
WTR,西トルキスタン,243 144 5,Asia,アジア,追加国家
WVI,ウェストバージニア,156 190 152,Western Europe,アメリカ諸州,追加国家
WYO,ワイオミング,141 85 122,Western Europe,アメリカ諸州,追加国家
XIK,西康,84 127 151,Asia,アジア,追加国家
XIZ,西藏,87 89 88,Asia,アジア,追加国家
ZAN,ザンジバル,254 0 0,Africa,アフリカ,追加国家
ZAP,ザポロージャ,170 26 23,Eastern Europe,ヨーロッパ,追加国家
ZHE,浙江,220 185 100,Asia,アジア,追加国家
ZHI,直隷,124 124 124,Asia,アジア,追加国家
D01,,200 100 31,,,動的国家
D02,,80 150 179,,,動的国家
D03,,92 92 197,,,動的国家
D04,,154 69 116,,,動的国家
D05,,194 140 86,,,動的国家
D06,,195 149 155,,,動的国家
D07,,210 106 47,,,動的国家
D08,,105 147 86,,,動的国家
D09,,175 162 108,,,動的国家
D10,,124 140 162,,,動的国家
D11,,187 79 86,,,動的国家
D12,,69 157 208,,,動的国家
D13,,142 79 200,,,動的国家
D14,,122 179 97,,,動的国家
D15,,194 140 86,,,動的国家
