tag,japanese,color,culture,continent,type
TRK,トルキスタン,119 113 143,Asia,アジア,追加国家
TRV,トラヴァンコール,140 100 120,Asia,アジア,追加国家
TVL,ツバル,122 203 238,Asia,大洋州,追加国家
TWN,台湾,71 151 0,Asia,アジア,追加国家
UEL,ウエレ,162 32 65,Africa,アフリカ,追加国家
URA,ウラル,85 187 85,Eastern Europe,アジア,追加国家
VAL,バレンシア,31 116 86,Western Europe,ヨーロッパ,追加国家
VCT,セントビンセント・グレナディーン,0 33 105,South America,新大陸,追加国家
VIC,ヴィシー,98 174 66,Western Europe,ヨーロッパ,追加国家
VOJ,ヴォイヴォディナ,160 110 110,Eastern Europe,ヨーロッパ,追加国家
VUT,バヌアツ,93 76 7,Asia,大洋州,追加国家
WAF,西アフリカ,0 120 95,Africa,アフリカ,追加国家
WAK,和歌山,145 145 238,Asia,アジア,追加国家
WLC,ワラキア,210 199 247,Eastern Europe,ヨーロッパ,追加国家
WLL,ワロン,193 226 120,Western Europe,ヨーロッパ,追加国家
WPO,西太平洋,247 219 0,Asia,大洋州,追加国家
WTR,西トルキスタン,255 255 160,Asia,アジア,追加国家
YMA,山口,155 13 20,Asia,アジア,追加国家
YMG,山形,255 128 64,Asia,アジア,追加国家
YMN,山梨,161 139 40,Asia,アジア,追加国家
ZAP,ザポロージャ,170 26 23,Eastern Europe,ヨーロッパ,追加国家
ZZB,ザンジバル,195 216 37,Africa,アフリカ,追加国家
C00,,146 78 48,,,動的国家
C01,,122 179 97,,,動的国家
C02,,194 140 86,,,動的国家
C03,,242 205 94,,,動的国家
C04,,80 150 179,,,動的国家
C05,,92 92 197,,,動的国家
C06,,154 69 116,,,動的国家
C07,,195 149 155,,,動的国家
C08,,210 106 47,,,動的国家
C09,,105 147 86,,,動的国家
C10,,175 162 108,,,動的国家
C11,,124 140 162,,,動的国家
C12,,187 79 86,,,動的国家
C13,,69 157 208,,,動的国家
C14,,142 79 200,,,動的国家
C15,,122 179 97,,,動的国家
C16,,194 140 86,,,動的国家
C17,,242 205 94,,,動的国家
C18,,80 150 179,,,動的国家
C19,,92 92 197,,,動的国家
C20,,154 69 116,,,動的国家
C21,,195 149 155,,,動的国家
C22,,210 106 47,,,動的国家
C23,,105 147 86,,,動的国家
C24,,175 162 108,,,動的国家
C25,,124 140 162,,,動的国家
C26,,187 79 86,,,動的国家
C27,,69 157 208,,,動的国家
C28,,142 79 200,,,動的国家
C29,,122 179 97,,,動的国家
C30,,194 140 86,,,動的国家
C31,,242 205 94,,,動的国家
C32,,80 150 179,,,動的国家
C33,,92 92 197,,,動的国家
C34,,154 69 116,,,動的国家
C35,,195 149 155,,,動的国家
C36,,210 106 47,,,動的国家
C37,,105 147 86,,,動的国家
C38,,175 162 108,,,動的国家
C39,,124 140 162,,,動的国家
C40,,187 79 86,,,動的国家
C41,,69 157 208,,,動的国家
C42,,142 79 200,,,動的国家
C43,,122 179 97,,,動的国家
C44,,194 140 86,,,動的国家
C45,,242 205 94,,,動的国家
C46,,80 150 179,,,動的国家
C47,,92 92 197,,,動的国家
C48,,154 69 116,,,動的国家
C49,,195 149 155,,,動的国家
C50,,210 106 47,,,動的国家
C51,,60 52 203,,,動的国家
C52,,249 66 29,,,動的国家
C53,,142 142 128,,,動的国家
C54,,0 153 213,,,動的国家
C55,,27 128 45,,,動的国家
C56,,186 0 0,,,動的国家
C57,,172 122 88,,,動的国家
C58,,30 131 162,,,動的国家
C59,,145 128 149,,,動的国家
C60,,96 165 103,,,動的国家
C61,,67 158 34,,,動的国家
C62,,117 170 219,,,動的国家
C63,,100 180 0,,,動的国家
C64,,21 191 16,,,動的国家
C65,,118 99 151,,,動的国家
C66,,255 0 0,,,動的国家
C67,,71 100 10,,,動的国家
C68,,0170 10 10,,,動的国家
C69,,80 165 10,,,動的国家
C70,,249 126 98,,,動的国家
C71,,0 102 204,,,動的国家
C72,,0 76 153,,,動的国家
C73,,255 255 51,,,動的国家
C74,,255 125 160,,,動的国家
C75,,26 138 4,,,動的国家
C76,,200 100 31,,,動的国家
C77,,245 123 38,,,動的国家
C78,,237 152 18,,,動的国家
C79,,224 139 5,,,動的国家
C80,,204 0 0,,,動的国家
C81,,220 105 70,,,動的国家
C82,,11 84 179,,,動的国家
C83,,0 49 83,,,動的国家
C84,,210 135 40,,,動的国家
C85,,158 50 50,,,動的国家
C86,,159 83 80,,,動的国家
C87,,249 201 0,,,動的国家
C88,,171 190 152,,,動的国家
C89,,208 12 39,,,動的国家
C90,,156 96 100,,,動的国家
C91,,176 96 120,,,動的国家
C92,,40 110 165,,,動的国家
C93,,62 120 160,,,動的国家
C94,,138 24 12,,,動的国家
C95,,222 180 115,,,動的国家
C96,,87 89 205,,,動的国家
C97,,156 110 86,,,動的国家
C98,,114 122 121,,,動的国家
C99,,64 76 77,,,動的国家
D00,,146 78 48,,,動的国家
D01,,122 179 97,,,動的国家
D02,,194 140 86,,,動的国家
D03,,242 205 94,,,動的国家
D04,,80 150 179,,,動的国家
D05,,92 92 197,,,動的国家
D06,,154 69 116,,,動的国家
D07,,195 149 155,,,動的国家
D08,,210 106 47,,,動的国家
D09,,105 147 86,,,動的国家
D10,,175 162 108,,,動的国家
D11,,124 140 162,,,動的国家
D12,,187 79 86,,,動的国家
D13,,69 157 208,,,動的国家
D14,,142 79 200,,,動的国家
D15,,122 179 97,,,動的国家
D16,,194 140 86,,,動的国家
D17,,242 205 94,,,動的国家
D18,,80 150 179,,,動的国家
D19,,92 92 197,,,動的国家
D20,,154 69 116,,,動的国家
D21,,195 149 155,,,動的国家
D22,,210 106 47,,,動的国家
D23,,105 147 86,,,動的国家
D24,,175 162 108,,,動的国家
D25,,124 140 162,,,動的国家
D26,,187 79 86,,,動的国家
D27,,69 157 208,,,動的国家
D28,,142 79 200,,,動的国家
D29,,122 179 97,,,動的国家
D30,,194 140 86,,,動的国家
D31,,242 205 94,,,動的国家
D32,,80 150 179,,,動的国家
D33,,92 92 197,,,動的国家
D34,,154 69 116,,,動的国家
D35,,195 149 155,,,動的国家
D36,,210 106 47,,,動的国家
D37,,105 147 86,,,動的国家
D38,,175 162 108,,,動的国家
D39,,124 140 162,,,動的国家
D40,,187 79 86,,,動的国家
D41,,69 157 208,,,動的国家
D42,,142 79 200,,,動的国家
D43,,122 179 97,,,動的国家
D44,,194 140 86,,,動的国家
D45,,242 205 94,,,動的国家
D46,,80 150 179,,,動的国家
D47,,92 92 197,,,動的国家
D48,,154 69 116,,,動的国家
D49,,195 149 155,,,動的国家
D50,,210 106 47,,,動的国家
D51,,60 52 203,,,動的国家
D52,,249 66 29,,,動的国家
D53,,142 142 128,,,動的国家
D54,,0 153 213,,,動的国家
D55,,27 128 45,,,動的国家
D56,,186 0 0,,,動的国家
D57,,172 122 88,,,動的国家
D58,,30 131 162,,,動的国家
D59,,145 128 149,,,動的国家
D60,,96 165 103,,,動的国家
D61,,67 158 34,,,動的国家
D62,,117 170 219,,,動的国家
D63,,100 180 0,,,動的国家
D64,,21 191 16,,,動的国家
D65,,118 99 151,,,動的国家
D66,,255 0 0,,,動的国家
D67,,71 100 10,,,動的国家
D68,,0170 10 10,,,動的国家
D69,,80 165 10,,,動的国家
D70,,249 126 98,,,動的国家
D71,,0 102 204,,,動的国家
D72,,0 76 153,,,動的国家
D73,,255 255 51,,,動的国家
D74,,255 125 160,,,動的国家
D75,,26 138 4,,,動的国家
D76,,200 100 31,,,動的国家
D77,,245 123 38,,,動的国家
D78,,237 152 18,,,動的国家
D79,,224 139 5,,,動的国家
D80,,204 0 0,,,動的国家
D81,,220 105 70,,,動的国家
D82,,11 84 179,,,動的国家
D83,,0 49 83,,,動的国家
D84,,210 135 40,,,動的国家
D85,,158 50 50,,,動的国家
D86,,159 83 80,,,動的国家
D87,,249 201 0,,,動的国家
D88,,171 190 152,,,動的国家
D89,,208 12 39,,,動的国家
D90,,156 96 100,,,動的国家
D91,,176 96 120,,,動的国家
D92,,40 110 165,,,動的国家
D93,,62 120 160,,,動的国家
D94,,138 24 12,,,動的国家
D95,,222 180 115,,,動的国家
D96,,87 89 205,,,動的国家
D97,,156 110 86,,,動的国家
D98,,114 122 121,,,動的国家
D99,,64 76 77,,,動的国家
000,国家選択画面用,0 0 0,South America,,特殊国家
AN0,,0 0 0,Eastern Europe,,特殊国家
ACO,貴族評議会,127 79 22,Eastern Europe,RUS,複製国家
ALF,アメリカ自由連盟,250 250 210,Western Europe,USA,複製国家
AMC,大天使ミハイル,112 41 26,Eastern Europe,RUS,複製国家
ANS,アナーキズム・ステート,128 125 126,Western Europe,USA,複製国家
BAT,バルト連邦,200 153 50,Eastern Europe,BAL,複製国家
BCP,ビルマ共産党,159 2 0,Asia,BRM,複製国家
BLO,ブラック・オーダー・カミンスキー旅団,59 59 59,Eastern Europe,RUS,複製国家
BLS,ブラック・ステート,0 19 29,Western Europe,USA,複製国家
BNF,ベルギエン＝ノルトフランクライヒ国家弁務官区,27 43 27,Western Europe,BNF,複製国家
CHP,中華合衆国,255 244 190,Asia,CHI,複製国家
CHS,救国政府,147 20 25,Asia,CHI,複製国家
CRA,赤軍コーカサス方面軍,179 21 0,Eastern Europe,CCS,複製国家
CSB,ブラジル連合国,255 140 140,South America,BRA,複製国家
DKJ,東北抗日聯軍,255 242 0,Asia,MAN,複製国家
DPK,北朝鮮,240 0 0,Asia,KOR,複製国家
EPL,ポーランド亡命政権,202 40 53,Eastern Europe,POL,複製国家
ESP,エストニア国,158 139 142,Eastern Europe,EST,複製国家
FAR,全ロシア民族解放統一戦線,168 46 78,Eastern Europe,RUS,複製国家
FER,極東共和国,233 34 34,Asia,FAE,複製国家
FNO,ノルウェー王国,111 71 71,Western Europe,NOR,複製国家
FRP,フランス連合共和国,0 18 127,Western Europe,FRA,複製国家
FSA,アメリカ連邦,192 192 192,Western Europe,USA,複製国家
GBP,イギリス共和国,187 85 72,Western Europe,ENG,複製国家
GBR,連合王国,229 23 31,Western Europe,ENG,複製国家
GRG,在家裡,144 0 32,Asia,MAN,複製国家
HGR,ゲーリング派ドイツ,50 0 75,Western Europe,GER,複製国家
HLH,ヒムラー派ドイツ,100 100 100,Western Europe,GER,複製国家
HUK,フクバラハップ,100 100 100,Asia,PHI,複製国家
IDN,インドネシア連合共和国,0 90 210,Asia,INS,複製国家
IPF,イタリア人民解放戦線,206 43 55,Western Europe,ITA,複製国家
IRP,アイルランド国,179 0 27,Western Europe,IRE,複製国家
ISK,イスコラト,183 40 46,Eastern Europe,LAT,複製国家
ITP,イタリア連邦,12 174 7,Western Europe,ITA,複製国家
JDN,ユダヤ人評議会,0 101 189,Western Europe,MAN,複製国家
JPA,日本国民共和国,102 100 86,Asia,JAP,複製国家
JPB,日本連邦,88 94 101,Asia,JAP,複製国家
JPC,日本自由地区,118 124 94,Asia,JAP,複製国家
JPD,日本復興政府,10 15 4,Asia,JAP,複製国家
JPE,日本農民連合,100 138 190,Asia,JAP,複製国家
JPF,日本労働組合連盟,130 105 128,Asia,JAP,複製国家
JPG,京成国,132 131 146,Asia,JAP,複製国家
JPH,日本連合国,150 12 22,Asia,JAP,複製国家
JPI,日本帝国,135 2 2,Asia,JAP,複製国家
JPJ,日本王国,100 20 20,Asia,JAP,複製国家
JPK,在日ロシア人政府,204 176 140,Asia,JAP,複製国家
JPL,日本首長国,63 89 127,Asia,JAP,複製国家
JPM,日本天理国,105 176 122,Asia,JAP,複製国家
JPN,日本国,235 246 247,Asia,JAP,複製国家
JPO,日本連合共和国,93 114 160,Asia,JAP,複製国家
JPP,日本ギロチン同盟,3 3 9,Asia,JAP,複製国家
JPQ,日本学生同盟,58 84 54,Asia,JAP,複製国家
JPR,日本共和国,100 38 218,Asia,JAP,複製国家
JPS,日本創価国,152 64 64,Asia,JAP,複製国家
JPT,在日朝鮮人政府,113 117 92,Asia,JAP,複製国家
JPU,日本復古派政府,100 138 190,Asia,JAP,複製国家
JPV,豊田連合,163 74 60,Asia,JAP,複製国家
JPW,人民サンディカリスト連盟,23 21 21,Asia,JAP,複製国家
JPX,日本亡命政権,130 19 46,Asia,JAP,複製国家
JPY,学生派マルクス主義同盟,222 41 16,Asia,JAP,複製国家
JPZ,日本民主共和国,113 74 88,Asia,JAP,複製国家
JSF,日本社会主義戦線,165 0 0,Asia,JAP,複製国家
KHA,ハバロフスク,59 148 65,Asia,アジア,追加国家
KPR,クメール人民革命党,187 85 53,Asia,CAM,複製国家
LFF,左翼戦線,0 162 106,Western Europe,USA,複製国家
LFS,左翼戦線南部司令部,0 162 106,Western Europe,USA,複製国家
LFV,アメリカ人民軍,175 13 0,Western Europe,USA,複製国家
LTP,リトアニア国,118 145 100,Eastern Europe,LIT,複製国家
LTV,反ナチス派ドイツ,150 150 150,Western Europe,GER,複製国家
MBR,ボルマン派ドイツ,50 75 0,Western Europe,GER,複製国家
MPR,モンゴル,100 20 20,Asia,MON,複製国家
MRL,満鉄統治区域,252 201 185,Asia,MAN,複製国家
MXP,メキシコ国,32 100 1,South America,MEX,複製国家
MYP,ミャンマー共和国,255 39 75,Asia,BRM,複製国家
NAJ,東北救国抗日聯軍,1 44 123,Asia,MAN,複製国家
NBL,ベラルーシ国民共和国,254 244 244,Eastern Europe,BLR,複製国家
NFR,北フランス,25 115 150,Western Europe,FRA,複製国家
NIN,国民インド,255 255 0,Asia,IND,複製国家
NLF,南ベトナム解放民族戦線,232 57 41,Asia,VIN,複製国家
OMI,オマーン・イマーム国,98 134 153,Asia,OMA,複製国家
PIN,人民インド,183 37 105,Asia,IND,複製国家
PLP,ポーランド国,37 154 96,Eastern Europe,POL,複製国家
PLR,ポーランド,255 96 84,Eastern Europe,POL,複製国家
PRJ,日本社会主義人民共和国,255 60 60,Asia,JAP,複製国家
PTL,パテート・ラーオ,200 81 121,Asia,LAO,複製国家
RBL,ロシアの空解放同盟,85 47 31,Eastern Europe,RUS,複製国家
REH,熱河政府,210 103 105,Asia,MAN,複製国家
RKB,ブリタニエン国家弁務官区,34 90 77,Western Europe,ENG,複製国家
RKF,フランクライヒ国家弁務官区,0 98 255,Western Europe,FRA,複製国家
RKN,ノルディック国家弁務官区,78 78 198,Western Europe,SCA,複製国家
RKU,ウクライナ国家弁務官区,0 80 255,Eastern Europe,UKR,複製国家
RLB,自由主義ロシア,73 29 103,Eastern Europe,RUS,複製国家
RNB,ノルトバルカン国家弁務官区,3 3 0218,Eastern Europe,BRK,複製国家
ROK,韓国,5 85 166,Asia,KOR,複製国家
RSE,ロシア帝国,55 88 83,Eastern Europe,RUS,複製国家
RSI,イタリア社会共和国,117 191 102,Western Europe,ITA,複製国家
RSP,ロシア連邦,0 255 0,Eastern Europe,RUS,複製国家
RSS,紅卍字会,88 166 31,Asia,MAN,複製国家
RTR,トルターン国家弁務官区,233 0 67,Middle East,TUR,複製国家
RZB,ズュートバルカン国家弁務官区,25 0 0,Eastern Europe,BRK,複製国家
SCT,タイ連盟,147 186 255,Asia,SIA,複製国家
SPA,スペイン共和国,242 205 94,Western Europe,SPR,複製国家
SPC,スペイン企業評議会,159 160 160,Western Europe,SPR,複製国家
SPF,フランス系スペイン共和国,92 146 145,Western Europe,SPR,複製国家
SPX,スペイン亡命政権,255 222 0,Western Europe,SPR,複製国家
SRV,共産主義ベトナム,162 16 11,Asia,VIN,複製国家
THA,タイ共和国,150 150 150,Asia,SIA,複製国家
TOA,大主教領,105 142 106,Eastern Europe,RUS,複製国家
UKP,ウクライナ国,32 78 250,Eastern Europe,UKR,複製国家
UTC,三社連合,189 116 198,Western Europe,USA,複製国家
WBC,労働者・建設者評議会,150 0 24,Asia,MAN,複製国家
WHA,白軍共和国,159 83 80,Asia,MAN,複製国家
WHK,小白竜軍閥,75 94 170,Asia,MAN,複製国家
WHR,白ルテニア共和国,22 22 14,Eastern Europe,BLR,複製国家
WSS,543部隊,198 177 152,Asia,MAN,複製国家
XGA,興安軍,65 175 179,Asia,MAN,複製国家
